Date,Open,High,Low,Close,Adj Close,Volume
2021-06-09,4.750000,4.750000,4.750000,4.750000,4.625322,0
2021-06-10,4.750000,4.750000,4.750000,4.750000,4.625322,0
2021-06-11,4.750000,4.750000,4.750000,4.750000,4.625322,0
2021-06-14,4.750000,4.750000,4.750000,4.750000,4.625322,0
2021-06-15,4.750000,4.750000,4.750000,4.750000,4.625322,0
2021-06-16,4.750000,4.750000,4.750000,4.750000,4.625322,0
2021-06-17,4.750000,4.750000,4.750000,4.750000,4.625322,0
2021-06-18,4.750000,4.750000,4.750000,4.750000,4.625322,0
2021-06-21,4.750000,4.750000,4.750000,4.750000,4.625322,0
2021-06-22,4.750000,4.750000,4.750000,4.750000,4.625322,0
2021-06-23,4.750000,4.750000,4.750000,4.750000,4.625322,0
2021-06-24,4.750000,4.750000,4.750000,4.750000,4.625322,0
2021-06-25,4.750000,4.750000,4.750000,4.750000,4.625322,0
2021-06-28,4.750000,4.750000,4.750000,4.750000,4.625322,0
2021-06-29,4.750000,4.750000,4.750000,4.750000,4.625322,0
2021-06-30,4.750000,4.750000,4.750000,4.750000,4.625322,0
2021-07-01,4.750000,4.750000,4.750000,4.750000,4.625322,0
2021-07-02,4.750000,4.750000,4.750000,4.750000,4.625322,0
2021-07-06,4.750000,4.750000,4.750000,4.750000,4.625322,0
2021-07-07,4.750000,4.750000,4.750000,4.750000,4.625322,0
2021-07-08,4.750000,4.750000,4.750000,4.750000,4.625322,0
2021-07-09,4.750000,4.750000,4.750000,4.750000,4.625322,0
2021-07-12,4.750000,4.750000,4.750000,4.750000,4.640265,0
2021-07-13,4.750000,4.750000,4.750000,4.750000,4.640265,0
2021-07-14,4.750000,4.750000,4.750000,4.750000,4.640265,0
2021-07-15,4.750000,4.750000,4.750000,4.750000,4.640265,0
2021-07-16,4.750000,4.750000,4.750000,4.750000,4.640265,0
2021-07-19,4.750000,4.750000,4.750000,4.750000,4.640265,0
2021-07-20,4.750000,4.750000,4.750000,4.750000,4.640265,0
2021-07-21,4.750000,4.750000,4.750000,4.750000,4.640265,0
2021-07-22,4.750000,4.750000,4.750000,4.750000,4.640265,0
2021-07-23,4.750000,4.750000,4.750000,4.750000,4.640265,0
2021-07-26,4.750000,4.750000,4.750000,4.750000,4.640265,0
2021-07-27,4.750000,4.750000,4.750000,4.750000,4.640265,0
2021-07-28,4.750000,4.750000,4.750000,4.750000,4.640265,0
2021-07-29,4.750000,4.750000,4.750000,4.750000,4.640265,0
2021-07-30,4.750000,4.750000,4.750000,4.750000,4.640265,0
2021-08-02,4.750000,4.750000,4.750000,4.750000,4.640265,0
2021-08-03,4.750000,4.750000,4.750000,4.750000,4.640265,0
2021-08-04,4.750000,4.750000,4.750000,4.750000,4.640265,0
2021-08-05,4.750000,4.750000,4.750000,4.750000,4.640265,0
2021-08-06,4.750000,4.750000,4.750000,4.750000,4.640265,0
2021-08-09,4.750000,4.750000,4.750000,4.750000,4.640265,0
2021-08-10,4.750000,4.750000,4.750000,4.750000,4.640265,0
2021-08-11,4.750000,4.750000,4.750000,4.750000,4.655002,0
2021-08-12,4.750000,4.750000,4.750000,4.750000,4.655002,0
2021-08-13,4.750000,4.750000,4.750000,4.750000,4.655002,0
2021-08-16,4.750000,4.750000,4.750000,4.750000,4.655002,0
2021-08-17,4.750000,4.750000,4.750000,4.750000,4.655002,0
2021-08-18,4.750000,4.750000,4.750000,4.750000,4.655002,0
2021-08-19,4.750000,4.750000,4.750000,4.750000,4.655002,0
2021-08-20,4.750000,4.750000,4.750000,4.750000,4.655002,0
2021-08-23,4.750000,4.750000,4.750000,4.750000,4.655002,0
2021-08-24,4.750000,4.750000,4.750000,4.750000,4.655002,0
2021-08-25,4.750000,4.750000,4.750000,4.750000,4.655002,0
2021-08-26,4.750000,4.750000,4.750000,4.750000,4.655002,0
2021-08-27,3.290000,3.290000,3.290000,3.290000,3.224202,100
2021-08-30,3.290000,3.290000,3.290000,3.290000,3.224202,0
2021-08-31,3.290000,3.290000,3.290000,3.290000,3.224202,0
2021-09-01,3.290000,3.290000,3.290000,3.290000,3.224202,0
2021-09-02,3.290000,3.290000,3.290000,3.290000,3.224202,0
2021-09-03,3.290000,3.290000,3.290000,3.290000,3.224202,0
2021-09-07,3.290000,3.290000,3.290000,3.290000,3.239237,0
2021-09-08,3.290000,3.290000,3.290000,3.290000,3.239237,0
2021-09-09,3.290000,3.290000,3.290000,3.290000,3.239237,0
2021-09-10,3.290000,3.290000,3.290000,3.290000,3.239237,0
2021-09-13,3.290000,3.290000,3.290000,3.290000,3.239237,0
2021-09-14,3.290000,3.290000,3.290000,3.290000,3.239237,0
2021-09-15,3.290000,3.290000,3.290000,3.290000,3.239237,0
2021-09-16,3.290000,3.290000,3.290000,3.290000,3.239237,0
2021-09-17,3.290000,3.290000,3.290000,3.290000,3.239237,0
2021-09-20,3.290000,3.290000,3.290000,3.290000,3.239237,0
2021-09-21,3.290000,3.290000,3.290000,3.290000,3.239237,0
2021-09-22,3.290000,3.290000,3.290000,3.290000,3.239237,0
2021-09-23,3.290000,3.290000,3.290000,3.290000,3.239237,0
2021-09-24,3.290000,3.290000,3.290000,3.290000,3.239237,0
2021-09-27,3.290000,3.290000,3.290000,3.290000,3.239237,0
2021-09-28,3.290000,3.290000,3.290000,3.290000,3.239237,0
2021-09-29,3.290000,3.290000,3.290000,3.290000,3.239237,0
2021-09-30,3.290000,3.290000,3.290000,3.290000,3.239237,0
2021-10-01,3.290000,3.290000,3.290000,3.290000,3.239237,0
2021-10-04,3.290000,3.290000,3.290000,3.290000,3.239237,0
2021-10-05,3.290000,3.290000,3.290000,3.290000,3.239237,0
2021-10-06,3.290000,3.290000,3.290000,3.290000,3.239237,0
2021-10-07,3.290000,3.290000,3.290000,3.290000,3.254524,0
2021-10-08,3.290000,3.290000,3.290000,3.290000,3.254524,0
2021-10-11,3.290000,3.290000,3.290000,3.290000,3.254524,0
2021-10-12,3.290000,3.290000,3.290000,3.290000,3.254524,0
2021-10-13,3.290000,3.290000,3.290000,3.290000,3.254524,0
2021-10-14,3.290000,3.290000,3.290000,3.290000,3.254524,0
2021-10-15,3.290000,3.290000,3.290000,3.290000,3.254524,0
2021-10-18,3.290000,3.290000,3.290000,3.290000,3.254524,0
2021-10-19,3.290000,3.290000,3.290000,3.290000,3.254524,0
2021-10-20,3.290000,3.290000,3.290000,3.290000,3.254524,0
2021-10-21,3.290000,3.290000,3.290000,3.290000,3.254524,0
2021-10-22,3.290000,3.290000,3.290000,3.290000,3.254524,0
2021-10-25,3.290000,3.290000,3.290000,3.290000,3.254524,0
2021-10-26,3.290000,3.290000,3.290000,3.290000,3.254524,0
2021-10-27,3.290000,3.290000,3.290000,3.290000,3.254524,0
2021-10-28,3.290000,3.290000,3.290000,3.290000,3.254524,0
2021-10-29,3.290000,3.290000,3.290000,3.290000,3.254524,0
2021-11-01,3.290000,3.290000,3.290000,3.290000,3.254524,0
2021-11-02,3.290000,3.290000,3.290000,3.290000,3.254524,0
2021-11-03,3.290000,3.290000,3.290000,3.290000,3.254524,0
2021-11-04,3.290000,3.290000,3.290000,3.290000,3.254524,0
2021-11-05,3.290000,3.290000,3.290000,3.290000,3.269358,0
2021-11-08,3.290000,3.290000,3.290000,3.290000,3.269358,0
2021-11-09,3.290000,3.290000,3.290000,3.290000,3.269358,0
2021-11-10,3.290000,3.290000,3.290000,3.290000,3.269358,0
2021-11-11,3.290000,3.290000,3.290000,3.290000,3.269358,0
2021-11-12,3.290000,3.290000,3.290000,3.290000,3.269358,0
2021-11-15,3.290000,3.290000,3.290000,3.290000,3.269358,0
2021-11-16,3.290000,3.290000,3.290000,3.290000,3.269358,0
2021-11-17,3.290000,3.290000,3.290000,3.290000,3.269358,0
2021-11-18,3.290000,3.290000,3.290000,3.290000,3.269358,0
2021-11-19,3.290000,3.290000,3.290000,3.290000,3.269358,0
2021-11-22,3.290000,3.290000,3.290000,3.290000,3.269358,0
2021-11-23,3.290000,3.290000,3.290000,3.290000,3.269358,0
2021-11-24,3.290000,3.290000,3.290000,3.290000,3.269358,0
2021-11-26,3.290000,3.290000,3.290000,3.290000,3.269358,0
2021-11-29,3.290000,3.290000,3.290000,3.290000,3.269358,0
2021-11-30,3.290000,3.290000,3.290000,3.290000,3.269358,0
2021-12-01,3.290000,3.290000,3.290000,3.290000,3.269358,0
2021-12-02,7.750000,7.750000,7.750000,7.750000,7.701375,129
2021-12-03,7.750000,7.750000,7.750000,7.750000,7.701375,0
2021-12-06,7.750000,7.750000,7.750000,7.750000,7.715869,0
2021-12-07,7.750000,7.750000,7.750000,7.750000,7.715869,0
2021-12-08,7.750000,7.750000,7.750000,7.750000,7.715869,0
2021-12-09,7.750000,7.750000,7.750000,7.750000,7.715869,0
2021-12-10,7.750000,7.750000,7.750000,7.750000,7.715869,0
2021-12-13,7.750000,7.750000,7.750000,7.750000,7.715869,0
2021-12-14,7.750000,7.750000,7.750000,7.750000,7.715869,0
2021-12-15,7.750000,7.750000,7.750000,7.750000,7.715869,0
2021-12-16,7.750000,7.750000,7.750000,7.750000,7.715869,0
2021-12-17,7.750000,7.750000,7.750000,7.750000,7.715869,0
2021-12-20,7.750000,7.750000,7.750000,7.750000,7.715869,0
2021-12-21,7.750000,7.750000,7.750000,7.750000,7.715869,0
2021-12-22,7.750000,7.750000,7.750000,7.750000,7.715869,0
2021-12-23,7.750000,7.750000,7.750000,7.750000,7.715869,0
2021-12-27,7.750000,7.750000,7.750000,7.750000,7.715869,0
2021-12-28,7.500000,7.500000,7.500000,7.500000,7.466969,700
2021-12-29,7.500000,7.500000,7.500000,7.500000,7.466969,0
2021-12-30,7.500000,7.500000,7.500000,7.500000,7.466969,0
2021-12-31,7.500000,7.500000,7.500000,7.500000,7.466969,400
2022-01-03,7.500000,7.500000,7.500000,7.500000,7.466969,0
2022-01-04,7.500000,7.500000,7.500000,7.500000,7.466969,0
2022-01-05,9.990000,9.990000,7.500000,9.990000,9.946003,200
2022-01-06,9.990000,9.990000,9.990000,9.990000,9.946003,0
2022-01-07,9.990000,9.990000,9.990000,9.990000,9.946003,0
2022-01-10,9.990000,9.990000,9.990000,9.990000,9.946003,0
2022-01-11,9.990000,9.990000,9.990000,9.990000,9.946003,0
2022-01-12,9.990000,9.990000,9.990000,9.990000,9.946003,0
2022-01-13,9.990000,9.990000,9.990000,9.990000,9.946003,0
2022-01-14,9.990000,9.990000,9.990000,9.990000,9.946003,0
2022-01-18,9.990000,9.990000,9.990000,9.990000,9.946003,0
2022-01-19,9.990000,9.990000,9.990000,9.990000,9.946003,0
2022-01-20,9.990000,9.990000,9.990000,9.990000,9.946003,0
2022-01-21,9.990000,9.990000,9.990000,9.990000,9.960419,0
2022-01-24,9.990000,9.990000,9.990000,9.990000,9.960419,0
2022-01-25,9.990000,9.990000,9.990000,9.990000,9.960419,0
2022-01-26,9.990000,9.990000,9.990000,9.990000,9.960419,0
2022-01-27,9.990000,9.990000,9.990000,9.990000,9.960419,0
2022-01-28,9.990000,9.990000,9.990000,9.990000,9.960419,0
2022-01-31,9.990000,9.990000,9.990000,9.990000,9.960419,0
2022-02-01,10.100000,10.100000,10.100000,10.100000,10.070094,130
2022-02-02,10.100000,10.100000,10.100000,10.100000,10.070094,0
2022-02-03,10.100000,10.100000,10.100000,10.100000,10.070094,0
2022-02-04,10.100000,10.100000,10.100000,10.100000,10.070094,0
2022-02-07,10.100000,10.100000,10.100000,10.100000,10.084768,0
2022-02-08,10.100000,10.100000,10.100000,10.100000,10.084768,0
2022-02-09,10.100000,10.100000,10.100000,10.100000,10.084768,0
2022-02-10,10.100000,10.100000,10.100000,10.100000,10.084768,0
2022-02-11,10.100000,10.100000,10.100000,10.100000,10.084768,0
2022-02-14,10.100000,10.100000,10.100000,10.100000,10.084768,0
2022-02-15,10.100000,10.100000,10.100000,10.100000,10.084768,0
2022-02-16,10.100000,10.100000,10.100000,10.100000,10.084768,0
2022-02-17,10.100000,10.100000,10.100000,10.100000,10.084768,0
2022-02-18,10.100000,10.100000,10.100000,10.100000,10.084768,0
2022-02-22,10.100000,10.100000,10.100000,10.100000,10.084768,0
2022-02-23,10.100000,10.100000,10.100000,10.100000,10.084768,0
2022-02-24,10.100000,10.100000,10.100000,10.100000,10.084768,0
2022-02-25,10.100000,10.100000,10.100000,10.100000,10.084768,0
2022-02-28,10.100000,10.100000,10.100000,10.100000,10.084768,0
2022-03-01,10.100000,10.100000,10.100000,10.100000,10.084768,0
2022-03-02,10.100000,10.100000,10.100000,10.100000,10.084768,0
2022-03-03,10.100000,10.100000,10.100000,10.100000,10.084768,0
2022-03-04,10.100000,10.100000,10.100000,10.100000,10.084768,0
2022-03-07,10.100000,10.100000,10.100000,10.100000,10.100000,0
2022-03-08,10.100000,10.100000,10.100000,10.100000,10.100000,0
2022-03-09,10.100000,10.100000,10.100000,10.100000,10.100000,0
2022-03-10,9.982000,9.982000,9.982000,9.982000,9.982000,100
2022-03-11,9.982000,9.982000,9.982000,9.982000,9.982000,0
2022-03-14,9.982000,9.982000,9.982000,9.982000,9.982000,0
2022-03-15,9.982000,9.982000,9.982000,9.982000,9.982000,0
2022-03-16,9.982000,9.982000,9.982000,9.982000,9.982000,0
2022-03-17,9.982000,9.982000,9.982000,9.982000,9.982000,0
2022-03-18,9.982000,9.982000,9.982000,9.982000,9.982000,0
2022-03-21,9.982000,9.982000,9.982000,9.982000,9.982000,0
2022-03-22,9.982000,9.982000,9.982000,9.982000,9.982000,0
2022-03-23,9.982000,9.982000,9.982000,9.982000,9.982000,0
2022-03-24,9.982000,9.982000,9.982000,9.982000,9.982000,0
